1691401481706@DebuggableApplications: #MyCalc#
1691401481710@DebuggableApplications: #AudioRecorder#
1691401481738@DeveloperOptions: adb: #false# devops: #true#
1691401481749@Ptracer: #started#
1691401481777@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401483730@SensorListener: #firstcalibrationdone#
1691401483730@SensorListener: #deviceiscorrectlyused#
1691401483844@SensorListener: #calibrationdone#
1691401483886@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401483891@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401484044@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401484856@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401486870@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401487522@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401490194@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401491118@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401491916@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401492115@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401492315@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401493738@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401493932@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401497144@AppManagement: #onpause#
