1691401142346@DebuggableApplications: #MyCalc#
1691401142351@DebuggableApplications: #AudioRecorder#
1691401142374@DeveloperOptions: adb: #false# devops: #true#
1691401142388@Ptracer: #started#
1691401142398@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401144368@SensorListener: #firstcalibrationdone#
1691401144368@SensorListener: #deviceiscorrectlyused#
1691401144515@SensorListener: #calibrationdone#
1691401144574@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401144574@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401144717@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401145748@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401146332@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401146737@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401147138@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401147442@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401147743@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401148953@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401149158@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401150383@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401151575@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401156278@AppManagement: #onpause#
