1691401020666@DebuggableApplications: #MyCalc#
1691401020670@DebuggableApplications: #AudioRecorder#
1691401020692@DeveloperOptions: adb: #false# devops: #true#
1691401020699@Ptracer: #started#
1691401020734@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401022685@SensorListener: #firstcalibrationdone#
1691401022685@SensorListener: #deviceiscorrectlyused#
1691401022814@SensorListener: #calibrationdone#
1691401022844@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401022844@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401023015@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401023634@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401024831@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401025853@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401028461@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401028664@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401028863@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401030328@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401030880@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401033030@SensorListener: Numbers: Azimuth #359# Pitch #1# Roll #0#
1691401033142@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401033173@AppManagement: #onpause#
