1691395986853@DebuggableApplications: #MyCalc#
1691395986857@DebuggableApplications: #AudioRecorder#
1691395986889@DeveloperOptions: adb: #false# devops: #true#
1691395986905@Ptracer: #started#
1691395986905@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691395988887@SensorListener: #firstcalibrationdone#
1691395988888@SensorListener: #deviceiscorrectlyused#
1691395989036@SensorListener: #calibrationdone#
1691395989081@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691395989082@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691395989082@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395989686@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395989850@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395990246@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691395994684@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395994884@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691395997104@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395997306@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396003263@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396003304@AppManagement: #onpause#
