1691399756650@DebuggableApplications: #MyCalc#
1691399756653@DebuggableApplications: #AudioRecorder#
1691399756675@DeveloperOptions: adb: #false# devops: #true#
1691399756682@Ptracer: #started#
1691399756706@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399758669@SensorListener: #firstcalibrationdone#
1691399758669@SensorListener: #deviceiscorrectlyused#
1691399758747@SensorListener: #calibrationdone#
1691399758799@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399758799@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399758801@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399759160@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399762386@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399762617@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399763387@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399763590@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399766008@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399766211@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399768448@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399768632@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399771668@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399771865@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399772040@AppManagement: #onpause#
