1691739461216@DebuggableApplications: #MyCalc#
1691739461219@DebuggableApplications: #AudioRecorder#
1691739461238@DeveloperOptions: adb: #false# devops: #true#
1691739461244@Ptracer: #started#
1691739461251@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739463232@SensorListener: #firstcalibrationdone#
1691739463233@SensorListener: #deviceiscorrectlyused#
1691739463320@SensorListener: #calibrationdone#
1691739463377@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739463380@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #0#
1691739463520@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #358#
1691739463698@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #0#
1691739463706@SensorListener: Numbers: Azimuth #359# Pitch #-25# Roll #358#
1691739463981@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #358#
1691739464140@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #359#
1691739464391@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #0#
1691739464519@SensorListener: Numbers: Azimuth #1# Pitch #-25# Roll #0#
1691739464520@SensorListener: Numbers: Azimuth #1# Pitch #-27# Roll #1#
1691739464761@SensorListener: Numbers: Azimuth #2# Pitch #-26# Roll #1#
1691739465027@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #0#
1691739465204@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #359#
1691739465314@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #357#
1691739465315@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #359#
1691739465585@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #358#
1691739465774@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #358#
1691739466023@SensorListener: Numbers: Azimuth #359# Pitch #-22# Roll #359#
1691739466193@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #358#
1691739466195@SensorListener: Numbers: Azimuth #359# Pitch #-22# Roll #359#
1691739466343@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #1#
1691739466562@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #359#
1691739466721@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #358#
1691739466967@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #0#
1691739466968@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #0#
1691739467210@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #2#
1691739467355@SensorListener: Numbers: Azimuth #1# Pitch #-24# Roll #1#
1691739467533@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #2#
1691739467728@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #5#
1691739467734@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #3#
1691739467930@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #1#
1691739468152@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #2#
1691739468346@SensorListener: Numbers: Azimuth #3# Pitch #-23# Roll #5#
1691739468553@SensorListener: Numbers: Azimuth #2# Pitch #-24# Roll #4#
1691739468553@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #2#
1691739468751@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #4#
1691739468954@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #3#
1691739469157@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #3#
1691739469363@SensorListener: Numbers: Azimuth #3# Pitch #-23# Roll #6#
1691739469365@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #2#
1691739469557@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #1#
1691739469803@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #0#
1691739469973@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #0#
1691739470207@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #1#
