macrodroid=False
fakeclient=False
id,pid,spid,name,finished,start,finish,return,Timestamp,DebugApp,DeveloperOptions,ChargingType,PtracerStarted,StationaryDevice,SensorAlert,DebuggerFound,InstructionMuchTime,SubsequenceFound,SequenceNotSecure
18,14896,14896,clock_gettime,True,1688223560316292,1688223560320258,0,1688223560316292,no,no,no,no,no,no,no,no,no,no
19,14896,14896,ioctl,True,1688223560320928,1688223560321251,0,1688223560320928,no,no,no,no,no,no,no,no,no,no
20,14896,14896,ioctl,True,1688223560321294,1688223560321518,0,1688223560321294,no,no,no,no,no,no,no,no,no,no
21,14896,14896,ioctl,True,1688223560321574,1688223560321793,0,1688223560321574,no,no,no,no,no,no,no,no,no,no
22,14896,14896,ioctl,True,1688223560321826,1688223560322023,0,1688223560321826,no,no,no,no,no,no,no,no,no,no
23,14896,14896,getuid,True,1688223560322074,1688223560322284,10333,1688223560322074,no,no,no,no,no,no,no,no,no,no
24,14896,14896,prctl,True,1688223560322316,1688223560322498,1,1688223560322316,no,no,no,no,no,no,no,no,no,no
25,14896,14896,mprotect,True,1688223560322550,1688223560322777,0,1688223560322550,no,no,no,no,no,no,no,no,no,no
26,14896,14896,mprotect,True,1688223560322809,1688223560323033,0,1688223560322809,no,no,no,no,no,no,no,no,no,no
27,14896,14896,mprotect,True,1688223560323060,1688223560323307,0,1688223560323060,no,no,no,no,no,no,no,no,no,no
28,14896,14896,mprotect,True,1688223560323336,1688223560323625,0,1688223560323336,no,no,no,no,no,no,no,no,no,no
29,14896,14896,mmap,True,1688223560323657,1688223560324067,503664656384,1688223560323657,no,no,no,no,no,no,no,no,no,no
30,14896,14896,prctl,True,1688223560324098,1688223560324293,0,1688223560324098,no,no,no,no,no,no,no,no,no,no
31,14896,14896,openat,True,1688223560324382,1688223560328719,18446744073709551614,1688223560324382,no,no,no,no,no,no,no,no,no,no
32,14896,14896,openat,True,1688223560328785,1688223560329092,18446744073709551614,1688223560328785,no,no,no,no,no,no,no,no,no,no
33,14896,14896,mprotect,True,1688223560329159,1688223560329447,0,1688223560329159,no,no,no,no,no,no,no,no,no,no
34,14896,14896,mprotect,True,1688223560329480,1688223560329850,0,1688223560329480,no,no,no,no,no,no,no,no,no,no
35,14896,14896,mprotect,True,1688223560329883,1688223560330126,0,1688223560329883,no,no,no,no,no,no,no,no,no,no
36,14896,14896,mprotect,True,1688223560330156,1688223560330384,0,1688223560330156,no,no,no,no,no,no,no,no,no,no
37,14896,14896,munmap,True,1688223560330412,1688223560330633,0,1688223560330412,no,no,no,no,no,no,no,no,no,no
38,14896,14896,ioctl,True,1688223560330850,1688223560331389,0,1688223560330850,no,no,no,no,no,no,no,no,no,no
39,14896,14896,clock_gettime,True,1688223560332720,1688223560333036,0,1688223560332720,no,no,no,no,no,no,no,no,no,no
40,14896,14896,clock_gettime,True,1688223560333096,1688223560333323,0,1688223560333096,no,no,no,no,no,no,no,no,no,no
41,14896,14896,clock_gettime,True,1688223560333512,1688223560333755,0,1688223560333512,no,no,no,no,no,no,no,no,no,no
42,14896,14896,ioctl,True,1688223560333803,1688223560334433,0,1688223560333803,no,no,no,no,no,no,no,no,no,no
43,14896,14896,clock_gettime,True,1688223560334483,1688223560335138,0,1688223560334483,no,no,no,no,no,no,no,no,no,no
44,14896,14896,ioctl,True,1688223560335197,1688223560335764,0,1688223560335197,no,no,no,no,no,no,no,no,no,no
45,14896,14896,mprotect,True,1688223560335901,1688223560336169,0,1688223560335901,no,no,no,no,no,no,no,no,no,no
46,14896,14896,mprotect,True,1688223560336207,1688223560336422,0,1688223560336207,no,no,no,no,no,no,no,no,no,no
47,14896,14896,clock_gettime,True,1688223560336534,1688223560336778,0,1688223560336534,no,no,no,no,no,no,no,no,no,no
48,14896,14896,ioctl,True,1688223560336816,1688223560337251,0,1688223560336816,no,no,no,no,no,no,no,no,no,no
49,14896,14896,clock_gettime,True,1688223560337300,1688223560337538,0,1688223560337300,no,no,no,no,no,no,no,no,no,no
50,14896,14896,ioctl,True,1688223560337570,1688223560337779,0,1688223560337570,no,no,no,no,no,no,no,no,no,no
51,14896,14896,write,True,1688223560338095,1688223560338417,8,1688223560338095,no,no,no,no,no,no,no,no,no,no
52,14896,14896,ioctl,True,1688223560339003,1688223560339384,0,1688223560339003,no,no,no,no,no,no,no,no,no,no
53,14896,14896,clock_gettime,True,1688223560339709,1688223560339993,0,1688223560339709,no,no,no,no,no,no,no,no,no,no
54,14896,14896,ioctl,True,1688223560340045,1688223560340756,0,1688223560340045,no,no,no,no,no,no,no,no,no,no
55,14896,14896,clock_gettime,True,1688223560340817,1688223560341077,0,1688223560340817,no,no,no,no,no,no,no,no,no,no
56,14896,14896,ioctl,True,1688223560341114,1688223560346733,0,1688223560341114,no,no,no,no,no,no,no,no,no,no
57,14896,14896,write,True,1688223560347404,1688223560350857,8,1688223560347404,no,no,no,no,no,no,no,no,no,no
58,14896,14896,write,True,1688223560351628,1688223560352387,8,1688223560351628,no,no,no,no,no,no,no,no,no,no
59,14896,14896,getuid,True,1688223560352704,1688223560353966,10333,1688223560352704,no,no,no,no,no,no,no,no,no,no
60,14896,14896,getuid,True,1688223560354227,1688223560367036,10333,1688223560354227,no,no,no,no,no,no,no,no,no,no
61,14896,14896,getuid,True,1688223560371122,1688223560372165,10333,1688223560371122,no,no,no,no,no,no,no,no,no,no
62,14896,14896,getuid,True,1688223560372384,1688223560373019,10333,1688223560372384,no,no,no,no,no,no,no,no,no,no
63,14896,14896,gettimeofday,True,1688223560373429,1688223560380435,0,1688223560373429,no,no,no,no,no,no,no,no,no,no
64,14896,14896,clock_gettime,True,1688223560402153,1688223560402888,0,1688223560402153,no,no,no,no,no,no,no,no,no,no
65,14896,14896,clock_gettime,True,1688223560402960,1688223560403604,0,1688223560402960,no,no,no,no,no,no,no,no,no,no
66,14896,14896,clock_gettime,True,1688223560403787,1688223560404604,0,1688223560403787,no,no,no,no,no,no,no,no,no,no
67,14896,14896,clock_gettime,True,1688223560404716,1688223560405647,0,1688223560404716,no,no,no,no,no,no,no,no,no,no
68,14896,14896,clock_gettime,True,1688223560406538,1688223560407270,0,1688223560406538,no,no,no,no,no,no,no,no,no,no
69,14896,14896,clock_gettime,True,1688223560407388,1688223560408013,0,1688223560407388,no,no,no,no,no,no,no,no,no,no
70,14896,14896,ioctl,True,1688223560408080,1688223560415517,0,1688223560408080,no,no,no,no,no,no,no,no,no,no
71,14896,14896,clock_gettime,True,1688223560415614,1688223560415994,0,1688223560415614,no,no,no,no,no,no,no,no,no,no
72,14896,14896,ioctl,True,1688223560416109,1688223560416375,0,1688223560416109,no,no,no,no,no,no,no,no,no,no
73,14896,14896,clock_gettime,True,1688223560416729,1688223560417547,0,1688223560416729,no,no,no,no,no,no,no,no,no,no
74,14896,14896,clock_gettime,True,1688223560417598,1688223560420208,0,1688223560417598,no,no,no,no,no,no,no,no,no,no
75,14896,14896,clock_gettime,True,1688223560420638,1688223560421047,0,1688223560420638,no,no,no,no,no,no,no,no,no,no
76,14896,14896,clock_gettime,True,1688223560421100,1688223560421369,0,1688223560421100,no,no,no,no,no,no,no,no,no,no
77,14896,14896,clock_gettime,True,1688223560421495,1688223560427136,0,1688223560421495,no,no,no,no,no,no,no,no,no,no
78,14896,14896,clock_gettime,True,1688223560427184,1688223560427397,0,1688223560427184,no,no,no,no,no,no,no,no,no,no
79,14896,14896,clock_gettime,True,1688223560427524,1688223560427740,0,1688223560427524,no,no,no,no,no,no,no,no,no,no
80,14896,14896,clock_gettime,True,1688223560427780,1688223560427994,0,1688223560427780,no,no,no,no,no,no,no,no,no,no
81,14896,14896,write,True,1688223560428237,1688223560428526,8,1688223560428237,no,no,no,no,no,no,no,no,no,no
82,14896,14896,clock_gettime,True,1688223560428604,1688223560428819,0,1688223560428604,no,no,no,no,no,no,no,no,no,no
83,14896,14896,clock_gettime,True,1688223560429252,1688223560429521,0,1688223560429252,no,no,no,no,no,no,no,no,no,no
84,14896,14896,clock_gettime,True,1688223560429559,1688223560429757,0,1688223560429559,no,no,no,no,no,no,no,no,no,no
85,14896,14896,clock_gettime,True,1688223560429850,1688223560430143,0,1688223560429850,no,no,no,no,no,no,no,no,no,no
86,14896,14896,clock_gettime,True,1688223560430196,1688223560430714,0,1688223560430196,no,no,no,no,no,no,no,no,no,no
87,14896,14896,prctl,True,1688223560431924,1688223560432239,1,1688223560431924,no,no,no,no,no,no,no,no,no,no
88,14896,14896,mprotect,True,1688223560432298,1688223560432543,0,1688223560432298,no,no,no,no,no,no,no,no,no,no
89,14896,14896,mprotect,True,1688223560432572,1688223560432815,0,1688223560432572,no,no,no,no,no,no,no,no,no,no
90,14896,14896,mprotect,True,1688223560432843,1688223560433082,0,1688223560432843,no,no,no,no,no,no,no,no,no,no
91,14896,14896,mprotect,True,1688223560433111,1688223560433338,0,1688223560433111,no,no,no,no,no,no,no,no,no,no
92,14896,14896,mmap,True,1688223560433367,1688223560433558,503664656384,1688223560433367,no,no,no,no,no,no,no,no,no,no
93,14896,14896,prctl,True,1688223560433583,1688223560433761,0,1688223560433583,no,no,no,no,no,no,no,no,no,no
94,14896,14896,openat,True,1688223560433805,1688223560434037,106,1688223560433805,no,no,no,no,no,no,no,no,no,no
95,14896,14896,readlinkat,True,1688223560434066,1688223560434272,37,1688223560434066,no,no,no,no,no,no,no,no,no,no
96,14896,14896,fstat,True,1688223560434302,1688223560434482,0,1688223560434302,no,no,no,no,no,no,no,no,no,no
97,14896,14896,mmap,True,1688223560434782,1688223560435135,506235072512,1688223560434782,no,no,no,no,no,no,no,no,no,no
98,14896,14896,prctl,True,1688223560435171,1688223560435483,0,1688223560435171,no,no,no,no,no,no,no,no,no,no
99,14896,14896,munmap,True,1688223560435554,1688223560435902,0,1688223560435554,no,no,no,no,no,no,no,no,no,no
100,14896,14896,close,True,1688223560435994,1688223560436615,0,1688223560435994,no,no,no,no,no,no,no,no,no,no
101,14896,14896,mprotect,True,1688223560436686,1688223560437320,0,1688223560436686,no,no,no,no,no,no,no,no,no,no
102,14896,14896,mprotect,True,1688223560437391,1688223560438066,0,1688223560437391,no,no,no,no,no,no,no,no,no,no
103,14896,14896,mprotect,True,1688223560438130,1688223560438827,0,1688223560438130,no,no,no,no,no,no,no,no,no,no
104,14896,14896,mprotect,True,1688223560438908,1688223560439683,0,1688223560438908,no,no,no,no,no,no,no,no,no,no
105,14896,14896,munmap,True,1688223560439746,1688223560440444,0,1688223560439746,no,no,no,no,no,no,no,no,no,no
106,14896,14896,prctl,True,1688223560440537,1688223560441168,1,1688223560440537,no,no,no,no,no,no,no,no,no,no
107,14896,14896,clock_gettime,True,1688223560450399,1688223560457239,0,1688223560450399,no,no,no,no,no,no,no,no,no,no
108,14896,14896,write,True,1688223560457402,1688223560458235,8,1688223560457402,no,no,no,no,no,no,no,no,no,no
109,14896,14896,futex,True,1688223560458309,1688223560459838,18446744073709551605,1688223560458309,no,no,no,no,no,no,no,no,no,no
110,14896,14896,write,True,1688223560460000,1688223560460773,8,1688223560460000,no,no,no,no,no,no,no,no,no,no
111,14896,14896,futex,True,1688223560460917,1688223560483221,0,1688223560460917,no,no,no,no,no,no,no,no,no,no
112,14896,14896,clock_gettime,True,1688223560483649,1688223560484422,0,1688223560483649,no,no,no,no,no,no,no,no,no,no
113,14896,14896,clock_gettime,True,1688223560484673,1688223560485505,0,1688223560484673,no,no,no,no,no,no,no,no,no,no
114,14896,14896,clock_gettime,True,1688223560485714,1688223560486385,0,1688223560485714,no,no,no,no,no,no,no,no,no,no
115,14896,14896,read,True,1688223560486511,1688223560487022,48,1688223560486511,no,no,no,no,no,no,no,no,no,no
116,14896,14896,getuid,True,1688223560487218,1688223560487921,10333,1688223560487218,no,no,no,no,no,no,no,no,no,no
117,14896,14896,epoll_pwait,True,1688223560488259,1688223560489168,1,1688223560488259,no,no,no,no,no,no,no,no,no,no
118,14896,14896,read,True,1688223560489225,1688223560490013,8,1688223560489225,no,no,no,no,no,no,no,no,no,no
119,14896,14896,clock_gettime,True,1688223560490068,1688223560490562,0,1688223560490068,no,no,no,no,no,no,no,no,no,no
120,14896,14896,clock_gettime,True,1688223560490667,1688223560491231,0,1688223560490667,no,no,no,no,no,no,no,no,no,no
121,14896,14896,gettimeofday,True,1688223560491311,1688223560494481,0,1688223560491311,no,no,no,no,no,no,no,no,no,no
122,14896,14896,read,True,1688223560494613,1688223560495960,48,1688223560494613,no,no,no,no,no,no,no,no,no,no
123,14896,14896,ioctl,True,1688223560498745,1688223560504167,0,1688223560498745,no,no,no,no,no,no,no,no,no,no
124,14896,14896,clock_gettime,True,1688223560504502,1688223560505479,0,1688223560504502,no,no,no,no,no,no,no,no,no,no
125,14896,14896,read,True,1688223560505577,1688223560506383,48,1688223560505577,no,no,no,no,no,no,no,no,no,no
126,14896,14896,getuid,True,1688223560506610,1688223560507723,10333,1688223560506610,no,no,no,no,no,no,no,no,no,no
127,14896,14896,epoll_pwait,True,1688223560507932,1688223560509299,0,1688223560507932,no,no,no,no,no,no,no,no,no,no
128,14896,14896,clock_gettime,True,1688223560509467,1688223560510202,0,1688223560509467,no,no,no,no,no,no,no,no,no,no
129,14896,14896,clock_gettime,True,1688223560510390,1688223560511372,0,1688223560510390,no,no,no,no,no,no,no,no,no,no
130,14896,14896,gettimeofday,True,1688223560511477,1688223560518050,0,1688223560511477,no,no,no,no,no,no,no,no,no,no
131,14896,14896,read,True,1688223560518217,1688223560520123,48,1688223560518217,no,no,no,no,no,no,no,no,no,no
132,14896,14896,clock_gettime,True,1688223560521417,1688223560522580,0,1688223560521417,no,no,no,no,no,no,no,no,no,no
133,14896,14896,clock_gettime,True,1688223560522649,1688223560524343,0,1688223560522649,no,no,no,no,no,no,no,no,no,no
134,14896,14896,clock_gettime,True,1688223560524639,1688223560532388,0,1688223560524639,no,no,no,no,no,no,no,no,no,no
135,14896,14896,clock_gettime,True,1688223560532554,1688223560535601,0,1688223560532554,no,no,no,no,no,no,no,no,no,no
136,14896,14896,clock_gettime,True,1688223560536436,1688223560544242,0,1688223560536436,no,no,no,no,no,no,no,no,no,no
137,14896,14896,clock_gettime,True,1688223560555217,1688223560556554,0,1688223560555217,no,no,no,no,no,no,no,no,no,no
138,14896,14896,clock_gettime,True,1688223560557470,1688223560559080,0,1688223560557470,no,no,no,no,no,no,no,no,no,no
139,14896,14896,clock_gettime,True,1688223560559207,1688223560560360,0,1688223560559207,no,no,no,no,no,no,no,no,no,no
140,14896,14896,clock_gettime,True,1688223560560565,1688223560561430,0,1688223560560565,no,no,no,no,no,no,no,no,no,no
141,14896,14896,clock_gettime,True,1688223560561597,1688223560561918,0,1688223560561597,no,no,no,no,no,no,no,no,no,no
142,14896,14896,clock_gettime,True,1688223560562051,1688223560562783,0,1688223560562051,no,no,no,no,no,no,no,no,no,no
143,14896,14896,clock_gettime,True,1688223560562852,1688223560563173,0,1688223560562852,no,no,no,no,no,no,no,no,no,no
144,14896,14896,clock_gettime,True,1688223560563553,1688223560564239,0,1688223560563553,no,no,no,no,no,no,no,no,no,no
145,14896,14896,clock_gettime,True,1688223560564416,1688223560565645,0,1688223560564416,no,no,no,no,no,no,no,no,no,no
146,14896,14896,clock_gettime,True,1688223560566022,1688223560567124,0,1688223560566022,no,no,no,no,no,no,no,no,no,no
147,14896,14896,clock_gettime,True,1688223560567725,1688223560568831,0,1688223560567725,no,no,no,no,no,no,no,no,no,no
148,14896,14896,clock_gettime,True,1688223560569049,1688223560572513,0,1688223560569049,no,no,no,no,no,no,no,no,no,no
149,14896,14896,clock_gettime,True,1688223560572606,1688223560573356,0,1688223560572606,no,no,no,no,no,no,no,no,no,no
150,14896,14896,clock_gettime,True,1688223560573957,1688223560575606,0,1688223560573957,no,no,no,no,no,no,no,no,no,no
151,14896,14896,clock_gettime,True,1688223560575706,1688223560576567,0,1688223560575706,no,no,no,no,no,no,no,no,no,no
152,14896,14896,clock_gettime,True,1688223560576744,1688223560577493,0,1688223560576744,no,no,no,no,no,no,no,no,no,no
153,14896,14896,clock_gettime,True,1688223560577580,1688223560578318,0,1688223560577580,no,no,no,no,no,no,no,no,no,no
154,14896,14896,clock_gettime,True,1688223560579237,1688223560580211,0,1688223560579237,no,no,no,no,no,no,no,no,no,no
155,14896,14896,clock_gettime,True,1688223560580300,1688223560581073,0,1688223560580300,no,no,no,no,no,no,no,no,no,no
156,14896,14896,clock_gettime,True,1688223560581296,1688223560581959,0,1688223560581296,no,no,no,no,no,no,no,no,no,no
157,14896,14896,clock_gettime,True,1688223560582060,1688223560582666,0,1688223560582060,no,no,no,no,no,no,no,no,no,no
158,14896,14896,clock_gettime,True,1688223560582909,1688223560583566,0,1688223560582909,no,no,no,no,no,no,no,no,no,no
159,14896,14896,clock_gettime,True,1688223560583646,1688223560584646,0,1688223560583646,no,no,no,no,no,no,no,no,no,no
160,14896,14896,clock_gettime,True,1688223560585356,1688223560590154,0,1688223560585356,no,no,no,no,no,no,no,no,no,no
161,14896,14896,clock_gettime,True,1688223560590276,1688223560591194,0,1688223560590276,no,no,no,no,no,no,no,no,no,no
162,14896,14896,clock_gettime,True,1688223560591631,1688223560596920,0,1688223560591631,no,no,no,no,no,no,no,no,no,no
163,14896,14896,clock_gettime,True,1688223560597048,1688223560598288,0,1688223560597048,no,no,no,no,no,no,no,no,no,no
164,14896,14896,clock_gettime,True,1688223560598565,1688223560599464,0,1688223560598565,no,no,no,no,no,no,no,no,no,no
165,14896,14896,clock_gettime,True,1688223560599590,1688223560600458,0,1688223560599590,no,no,no,no,no,no,no,no,no,no
166,14896,14896,clock_gettime,True,1688223560600648,1688223560601797,0,1688223560600648,no,no,no,no,no,no,no,no,no,no
167,14896,14896,clock_gettime,True,1688223560601908,1688223560604168,0,1688223560601908,no,no,no,no,no,no,no,no,no,no
168,14896,14896,clock_gettime,True,1688223560604388,1688223560605345,0,1688223560604388,no,no,no,no,no,no,no,no,no,no
169,14896,14896,clock_gettime,True,1688223560605428,1688223560606175,0,1688223560605428,no,no,no,no,no,no,no,no,no,no
170,14896,14896,clock_gettime,True,1688223560606402,1688223560607213,0,1688223560606402,no,no,no,no,no,no,no,no,no,no
171,14896,14896,clock_gettime,True,1688223560607378,1688223560608141,0,1688223560607378,no,no,no,no,no,no,no,no,no,no
172,14896,14896,clock_gettime,True,1688223560608347,1688223560609660,0,1688223560608347,no,no,no,no,no,no,no,no,no,no
173,14896,14896,clock_gettime,True,1688223560609783,1688223560610755,0,1688223560609783,no,no,no,no,no,no,no,no,no,no
174,14896,14896,clock_gettime,True,1688223560611019,1688223560611747,0,1688223560611019,no,no,no,no,no,no,no,no,no,no
175,14896,14896,clock_gettime,True,1688223560611834,1688223560614136,0,1688223560611834,no,no,no,no,no,no,no,no,no,no
176,14896,14896,clock_gettime,True,1688223560614330,1688223560615260,0,1688223560614330,no,no,no,no,no,no,no,no,no,no
177,14896,14896,clock_gettime,True,1688223560615307,1688223560615635,0,1688223560615307,no,no,no,no,no,no,no,no,no,no
178,14896,14896,clock_gettime,True,1688223560615771,1688223560616595,0,1688223560615771,no,no,no,no,no,no,no,no,no,no
179,14896,14896,clock_gettime,True,1688223560616673,1688223560617283,0,1688223560616673,no,no,no,no,no,no,no,no,no,no
180,14896,14896,clock_gettime,True,1688223560617482,1688223560618071,0,1688223560617482,no,no,no,no,no,no,no,no,no,no
181,14896,14896,clock_gettime,True,1688223560618227,1688223560618834,0,1688223560618227,no,no,no,no,no,no,no,no,no,no
182,14896,14896,clock_gettime,True,1688223560619051,1688223560619664,0,1688223560619051,no,no,no,no,no,no,no,no,no,no
183,14896,14896,clock_gettime,True,1688223560619753,1688223560620326,0,1688223560619753,no,no,no,no,no,no,no,no,no,no
184,14896,14896,clock_gettime,True,1688223560621848,1688223560622527,0,1688223560621848,no,no,no,no,no,no,no,no,no,no
185,14896,14896,clock_gettime,True,1688223560622627,1688223560623176,0,1688223560622627,no,no,no,no,no,no,no,no,no,no
186,14896,14896,clock_gettime,True,1688223560623367,1688223560623929,0,1688223560623367,no,no,no,no,no,no,no,no,no,no
187,14896,14896,clock_gettime,True,1688223560623982,1688223560624366,0,1688223560623982,no,no,no,no,no,no,no,no,no,no
188,14896,14896,clock_gettime,True,1688223560624616,1688223560625102,0,1688223560624616,no,no,no,no,no,no,no,no,no,no
189,14896,14896,clock_gettime,True,1688223560625151,1688223560625434,0,1688223560625151,no,no,no,no,no,no,no,no,no,no
190,14896,14896,clock_gettime,True,1688223560625606,1688223560625862,0,1688223560625606,no,no,no,no,no,no,no,no,no,no
191,14896,14896,clock_gettime,True,1688223560625894,1688223560626212,0,1688223560625894,no,no,no,no,no,no,no,no,no,no
192,14896,14896,clock_gettime,True,1688223560626732,1688223560627490,0,1688223560626732,no,no,no,no,no,no,no,no,no,no
193,14896,14896,clock_gettime,True,1688223560627637,1688223560627936,0,1688223560627637,no,no,no,no,no,no,no,no,no,no
194,14896,14896,clock_gettime,True,1688223560628103,1688223560629504,0,1688223560628103,no,no,no,no,no,no,no,no,no,no
195,14896,14896,clock_gettime,True,1688223560629674,1688223560630378,0,1688223560629674,no,no,no,no,no,no,no,no,no,no
196,14896,14896,clock_gettime,True,1688223560630560,1688223560631198,0,1688223560630560,no,no,no,no,no,no,no,no,no,no
197,14896,14896,clock_gettime,True,1688223560631359,1688223560631924,0,1688223560631359,no,no,no,no,no,no,no,no,no,no
198,14896,14896,clock_gettime,True,1688223560632735,1688223560633496,0,1688223560632735,no,no,no,no,no,no,no,no,no,no
199,14896,14896,clock_gettime,True,1688223560633650,1688223560634291,0,1688223560633650,no,no,no,no,no,no,no,no,no,no
200,14896,14896,clock_gettime,True,1688223560634523,1688223560635237,0,1688223560634523,no,no,no,no,no,no,no,no,no,no
201,14896,14896,clock_gettime,True,1688223560635348,1688223560635607,0,1688223560635348,no,no,no,no,no,no,no,no,no,no
202,14896,14896,clock_gettime,True,1688223560635737,1688223560636113,0,1688223560635737,no,no,no,no,no,no,no,no,no,no
203,14896,14896,clock_gettime,True,1688223560636245,1688223560636907,0,1688223560636245,no,no,no,no,no,no,no,no,no,no
204,14896,14896,clock_gettime,True,1688223560637842,1688223560638520,0,1688223560637842,no,no,no,no,no,no,no,no,no,no
205,14896,14896,clock_gettime,True,1688223560638634,1688223560639340,0,1688223560638634,no,no,no,no,no,no,no,no,no,no
206,14896,14896,clock_gettime,True,1688223560639769,1688223560640385,0,1688223560639769,no,no,no,no,no,no,no,no,no,no
207,14896,14896,clock_gettime,True,1688223560640447,1688223560641050,0,1688223560640447,no,no,no,no,no,no,no,no,no,no
208,14896,14896,clock_gettime,True,1688223560641232,1688223560642021,0,1688223560641872,alert,no,no,no,no,no,no,no,no,no
