macrodroid=False
fakeclient=False
id,pid,spid,name,finished,start,finish,return,Timestamp,DebugApp,DeveloperOptions,ChargingType,PtracerStarted,StationaryDevice,SensorAlert,DebuggerFound,InstructionMuchTime,SubsequenceFound,SequenceNotSecure
26,15053,15053,clock_gettime,True,1688223785208512,1688223785209234,0,1688223785208512,no,no,no,no,no,no,no,no,no,no
27,15053,15053,clock_gettime,True,1688223785209403,1688223785210693,0,1688223785209403,no,no,no,no,no,no,no,no,no,no
28,15053,15053,clock_gettime,True,1688223785211043,1688223785211879,0,1688223785211043,no,no,no,no,no,no,no,no,no,no
29,15053,15053,clock_gettime,True,1688223785211953,1688223785213022,0,1688223785211953,no,no,no,no,no,no,no,no,no,no
30,15053,15053,clock_gettime,True,1688223785213317,1688223785213971,0,1688223785213317,no,no,no,no,no,no,no,no,no,no
31,15053,15053,clock_gettime,True,1688223785214047,1688223785215507,0,1688223785214047,no,no,no,no,no,no,no,no,no,no
32,15053,15053,clock_gettime,True,1688223785215712,1688223785216379,0,1688223785215712,no,no,no,no,no,no,no,no,no,no
33,15053,15053,clock_gettime,True,1688223785216549,1688223785217168,0,1688223785216549,no,no,no,no,no,no,no,no,no,no
34,15053,15053,clock_gettime,True,1688223785217462,1688223785217988,0,1688223785217462,no,no,no,no,no,no,no,no,no,no
35,15053,15053,clock_gettime,True,1688223785218164,1688223785218805,0,1688223785218164,no,no,no,no,no,no,no,no,no,no
36,15053,15053,clock_gettime,True,1688223785219538,1688223785220107,0,1688223785219538,no,no,no,no,no,no,no,no,no,no
37,15053,15053,clock_gettime,True,1688223785221123,1688223785228454,0,1688223785221123,no,no,no,no,no,no,no,no,no,no
38,15053,15053,ioctl,True,1688223785228575,1688223785247084,0,1688223785228575,no,no,no,no,no,no,no,no,no,no
39,15053,15053,clock_gettime,True,1688223785247172,1688223785247949,0,1688223785247172,no,no,no,no,no,no,no,no,no,no
40,15053,15053,ioctl,True,1688223785249104,1688223785254581,0,1688223785249104,no,no,no,no,no,no,no,no,no,no
41,15053,15053,ioctl,True,1688223785254660,1688223785257778,0,1688223785254660,no,no,no,no,no,no,no,no,no,no
42,15053,15053,ioctl,True,1688223785257906,1688223785267319,0,1688223785257906,no,no,no,no,no,no,no,no,no,no
43,15053,15053,ioctl,True,1688223785267441,1688223785268055,0,1688223785267441,no,no,no,no,no,no,no,no,no,no
44,15053,15053,futex,True,1688223785268140,1688223785268810,1,1688223785268140,no,no,no,no,no,no,no,no,no,no
45,15053,15053,getuid,True,1688223785268948,1688223785269644,10333,1688223785268948,no,no,no,no,no,no,no,no,no,no
46,15053,15053,futex,True,1688223785269676,1688223785271832,0,1688223785269676,no,no,no,no,no,no,no,no,no,no
47,15053,15053,prctl,True,1688223785271951,1688223785273879,1,1688223785271951,no,no,no,no,no,no,no,no,no,no
48,15053,15053,mprotect,True,1688223785274268,1688223785275391,0,1688223785274268,no,no,no,no,no,no,no,no,no,no
49,15053,15053,mprotect,True,1688223785275470,1688223785276718,0,1688223785275470,no,no,no,no,no,no,no,no,no,no
50,15053,15053,mprotect,True,1688223785276799,1688223785277526,0,1688223785276799,no,no,no,no,no,no,no,no,no,no
51,15053,15053,mprotect,True,1688223785277675,1688223785278344,0,1688223785277675,no,no,no,no,no,no,no,no,no,no
52,15053,15053,mmap,True,1688223785278414,1688223785278996,503664656384,1688223785278414,no,no,no,no,no,no,no,no,no,no
53,15053,15053,prctl,True,1688223785279055,1688223785279615,0,1688223785279055,no,no,no,no,no,no,no,no,no,no
54,15053,15053,openat,True,1688223785279825,1688223785280343,18446744073709551614,1688223785279825,no,no,no,no,no,no,no,no,no,no
55,15053,15053,openat,True,1688223785280445,1688223785281046,18446744073709551614,1688223785280445,no,no,no,no,no,no,no,no,no,no
56,15053,15053,mprotect,True,1688223785281182,1688223785281809,0,1688223785281182,no,no,no,no,no,no,no,no,no,no
57,15053,15053,mprotect,True,1688223785281897,1688223785282602,0,1688223785281897,no,no,no,no,no,no,no,no,no,no
58,15053,15053,mprotect,True,1688223785282697,1688223785283307,0,1688223785282697,no,no,no,no,no,no,no,no,no,no
59,15053,15053,mprotect,True,1688223785283394,1688223785284007,0,1688223785283394,no,no,no,no,no,no,no,no,no,no
60,15053,15053,munmap,True,1688223785284906,1688223785287755,0,1688223785284906,no,no,no,no,no,no,no,no,no,no
61,15053,15053,futex,True,1688223785287857,1688223785288575,0,1688223785287857,no,no,no,no,no,no,no,no,no,no
62,15053,15053,ioctl,True,1688223785294172,1688223785295519,0,1688223785294172,no,no,no,no,no,no,no,no,no,no
63,15053,15053,clock_gettime,True,1688223785295822,1688223785296495,0,1688223785295822,no,no,no,no,no,no,no,no,no,no
64,15053,15053,clock_gettime,True,1688223785296598,1688223785297163,0,1688223785296598,no,no,no,no,no,no,no,no,no,no
65,15053,15053,clock_gettime,True,1688223785297474,1688223785298195,0,1688223785297474,no,no,no,no,no,no,no,no,no,no
66,15053,15053,ioctl,True,1688223785298273,1688223785299116,0,1688223785298273,no,no,no,no,no,no,no,no,no,no
67,15053,15053,clock_gettime,True,1688223785299192,1688223785299808,0,1688223785299192,no,no,no,no,no,no,no,no,no,no
68,15053,15053,ioctl,True,1688223785299880,1688223785300451,0,1688223785299880,no,no,no,no,no,no,no,no,no,no
69,15053,15053,mprotect,True,1688223785300647,1688223785301261,0,1688223785300647,no,no,no,no,no,no,no,no,no,no
70,15053,15053,mprotect,True,1688223785301329,1688223785301928,0,1688223785301329,no,no,no,no,no,no,no,no,no,no
71,15053,15053,clock_gettime,True,1688223785302159,1688223785302808,0,1688223785302159,no,no,no,no,no,no,no,no,no,no
72,15053,15053,ioctl,True,1688223785302888,1688223785303815,0,1688223785302888,no,no,no,no,no,no,no,no,no,no
73,15053,15053,clock_gettime,True,1688223785303915,1688223785304585,0,1688223785303915,no,no,no,no,no,no,no,no,no,no
74,15053,15053,ioctl,True,1688223785304645,1688223785305335,0,1688223785304645,no,no,no,no,no,no,no,no,no,no
75,15053,15053,write,True,1688223785305862,1688223785307557,8,1688223785305862,no,no,no,no,no,no,no,no,no,no
76,15053,15053,ioctl,True,1688223785308490,1688223785309578,0,1688223785308490,no,no,no,no,no,no,no,no,no,no
77,15053,15053,clock_gettime,True,1688223785310336,1688223785311006,0,1688223785310336,no,no,no,no,no,no,no,no,no,no
78,15053,15053,ioctl,True,1688223785311082,1688223785312033,0,1688223785311082,no,no,no,no,no,no,no,no,no,no
79,15053,15053,clock_gettime,True,1688223785312140,1688223785312740,0,1688223785312140,no,no,no,no,no,no,no,no,no,no
80,15053,15053,ioctl,True,1688223785312817,1688223785313519,0,1688223785312817,no,no,no,no,no,no,no,no,no,no
81,15053,15053,write,True,1688223785314651,1688223785315734,8,1688223785314651,no,no,no,no,no,no,no,no,no,no
82,15053,15053,write,True,1688223785316760,1688223785319064,8,1688223785316760,no,no,no,no,no,no,no,no,no,no
83,15053,15053,getuid,True,1688223785319631,1688223785329727,10333,1688223785319631,no,no,no,no,no,no,no,no,no,no
84,15053,15053,getuid,True,1688223785330059,1688223785330804,10333,1688223785330059,no,no,no,no,no,no,no,no,no,no
85,15053,15053,getuid,True,1688223785330961,1688223785331783,10333,1688223785330961,no,no,no,no,no,no,no,no,no,no
86,15053,15053,getuid,True,1688223785331970,1688223785332638,10333,1688223785331970,no,no,no,no,no,no,no,no,no,no
87,15053,15053,gettimeofday,True,1688223785332776,1688223785333814,0,1688223785332776,no,no,no,no,no,no,no,no,no,no
88,15053,15053,futex,True,1688223785336095,1688223785336836,0,1688223785336095,no,no,no,no,no,no,no,no,no,no
89,15053,15053,clock_gettime,True,1688223785347495,1688223785348530,0,1688223785347495,no,no,no,no,no,no,no,no,no,no
90,15053,15053,clock_gettime,True,1688223785348582,1688223785350037,0,1688223785348582,no,no,no,no,no,no,no,no,no,no
91,15053,15053,clock_gettime,True,1688223785350215,1688223785351196,0,1688223785350215,no,no,no,no,no,no,no,no,no,no
92,15053,15053,clock_gettime,True,1688223785351289,1688223785352215,0,1688223785351289,no,no,no,no,no,no,no,no,no,no
93,15053,15053,clock_gettime,True,1688223785353042,1688223785355699,0,1688223785353042,no,no,no,no,no,no,no,no,no,no
94,15053,15053,clock_gettime,True,1688223785355820,1688223785356798,0,1688223785355820,no,no,no,no,no,no,no,no,no,no
95,15053,15053,ioctl,True,1688223785356914,1688223785357722,0,1688223785356914,no,no,no,no,no,no,no,no,no,no
96,15053,15053,clock_gettime,True,1688223785357795,1688223785358508,0,1688223785357795,no,no,no,no,no,no,no,no,no,no
97,15053,15053,ioctl,True,1688223785358611,1688223785359154,0,1688223785358611,no,no,no,no,no,no,no,no,no,no
98,15053,15053,clock_gettime,True,1688223785359698,1688223785360418,0,1688223785359698,no,no,no,no,no,no,no,no,no,no
99,15053,15053,clock_gettime,True,1688223785360485,1688223785361159,0,1688223785360485,no,no,no,no,no,no,no,no,no,no
100,15053,15053,clock_gettime,True,1688223785361363,1688223785361951,0,1688223785361363,no,no,no,no,no,no,no,no,no,no
101,15053,15053,clock_gettime,True,1688223785362012,1688223785362604,0,1688223785362012,no,no,no,no,no,no,no,no,no,no
102,15053,15053,clock_gettime,True,1688223785362803,1688223785363854,0,1688223785362803,no,no,no,no,no,no,no,no,no,no
103,15053,15053,clock_gettime,True,1688223785363941,1688223785364553,0,1688223785363941,no,no,no,no,no,no,no,no,no,no
104,15053,15053,clock_gettime,True,1688223785364837,1688223785365504,0,1688223785364837,no,no,no,no,no,no,no,no,no,no
105,15053,15053,clock_gettime,True,1688223785365611,1688223785366227,0,1688223785365611,no,no,no,no,no,no,no,no,no,no
106,15053,15053,write,True,1688223785366688,1688223785367493,8,1688223785366688,no,no,no,no,no,no,no,no,no,no
107,15053,15053,clock_gettime,True,1688223785367639,1688223785368273,0,1688223785367639,no,no,no,no,no,no,no,no,no,no
108,15053,15053,clock_gettime,True,1688223785369095,1688223785369953,0,1688223785369095,no,no,no,no,no,no,no,no,no,no
109,15053,15053,clock_gettime,True,1688223785370013,1688223785370880,0,1688223785370013,no,no,no,no,no,no,no,no,no,no
110,15053,15053,clock_gettime,True,1688223785371114,1688223785371666,0,1688223785371114,no,no,no,no,no,no,no,no,no,no
111,15053,15053,clock_gettime,True,1688223785371752,1688223785372345,0,1688223785371752,no,no,no,no,no,no,no,no,no,no
112,15053,15053,prctl,True,1688223785374699,1688223785375702,1,1688223785374699,no,no,no,no,no,no,no,no,no,no
113,15053,15053,mprotect,True,1688223785375851,1688223785376517,0,1688223785375851,no,no,no,no,no,no,no,no,no,no
114,15053,15053,mprotect,True,1688223785376690,1688223785377351,0,1688223785376690,no,no,no,no,no,no,no,no,no,no
115,15053,15053,mprotect,True,1688223785377515,1688223785378148,0,1688223785377515,no,no,no,no,no,no,no,no,no,no
116,15053,15053,mprotect,True,1688223785378289,1688223785378917,0,1688223785378289,no,no,no,no,no,no,no,no,no,no
117,15053,15053,mmap,True,1688223785379095,1688223785379750,503664656384,1688223785379095,no,no,no,no,no,no,no,no,no,no
118,15053,15053,prctl,True,1688223785379829,1688223785380484,0,1688223785379829,no,no,no,no,no,no,no,no,no,no
119,15053,15053,openat,True,1688223785380634,1688223785381225,106,1688223785380634,no,no,no,no,no,no,no,no,no,no
120,15053,15053,readlinkat,True,1688223785381347,1688223785382002,37,1688223785381347,no,no,no,no,no,no,no,no,no,no
121,15053,15053,fstat,True,1688223785382101,1688223785382628,0,1688223785382101,no,no,no,no,no,no,no,no,no,no
122,15053,15053,mmap,True,1688223785383271,1688223785384149,506235072512,1688223785383271,no,no,no,no,no,no,no,no,no,no
123,15053,15053,prctl,True,1688223785384229,1688223785385151,0,1688223785384229,no,no,no,no,no,no,no,no,no,no
124,15053,15053,munmap,True,1688223785385486,1688223785386327,0,1688223785385486,no,no,no,no,no,no,no,no,no,no
125,15053,15053,close,True,1688223785386486,1688223785387474,0,1688223785386486,no,no,no,no,no,no,no,no,no,no
126,15053,15053,mprotect,True,1688223785387637,1688223785388376,0,1688223785387637,no,no,no,no,no,no,no,no,no,no
127,15053,15053,mprotect,True,1688223785388469,1688223785391409,0,1688223785388469,no,no,no,no,no,no,no,no,no,no
128,15053,15053,mprotect,True,1688223785391559,1688223785393851,0,1688223785391559,no,no,no,no,no,no,no,no,no,no
129,15053,15053,mprotect,True,1688223785393931,1688223785394659,0,1688223785393931,no,no,no,no,no,no,no,no,no,no
130,15053,15053,munmap,True,1688223785394731,1688223785395903,0,1688223785394731,no,no,no,no,no,no,no,no,no,no
131,15053,15053,prctl,True,1688223785396258,1688223785396873,1,1688223785396258,no,no,no,no,no,no,no,no,no,no
132,15053,15053,futex,True,1688223785402114,1688223785403371,1,1688223785402114,no,no,no,no,no,no,no,no,no,no
133,15053,15053,futex,True,1688223785403515,1688223785404222,1,1688223785403515,no,no,no,no,no,no,no,no,no,no
134,15053,15053,clock_gettime,True,1688223785407306,1688223785413220,0,1688223785407306,no,no,no,no,no,no,no,no,no,no
135,15053,15053,write,True,1688223785413309,1688223785413967,8,1688223785413309,no,no,no,no,no,no,no,no,no,no
136,15053,15053,futex,True,1688223785414307,1688223785415432,1,1688223785414307,no,no,no,no,no,no,no,no,no,no
137,15053,15053,futex,True,1688223785415513,1688223785416488,18446744073709551605,1688223785415513,no,no,no,no,no,no,no,no,no,no
138,15053,15053,write,True,1688223785416671,1688223785423756,8,1688223785416671,no,no,no,no,no,no,no,no,no,no
139,15053,15053,futex,True,1688223785423875,1688223785450019,0,1688223785423875,no,no,no,no,no,no,no,no,no,no
140,15053,15053,clock_gettime,True,1688223785450294,1688223785450779,0,1688223785450294,no,no,no,no,no,no,no,no,no,no
141,15053,15053,clock_gettime,True,1688223785450858,1688223785451303,0,1688223785450858,no,no,no,no,no,no,no,no,no,no
142,15053,15053,clock_gettime,True,1688223785451383,1688223785451787,0,1688223785451383,no,no,no,no,no,no,no,no,no,no
143,15053,15053,read,True,1688223785451836,1688223785452265,48,1688223785451836,no,no,no,no,no,no,no,no,no,no
144,15053,15053,clock_gettime,True,1688223785452583,1688223785452896,0,1688223785452583,no,no,no,no,no,no,no,no,no,no
145,15053,15053,getuid,True,1688223785452976,1688223785453405,10333,1688223785452976,no,no,no,no,no,no,no,no,no,no
146,15053,15053,writev,True,1688223785453438,1688223785453976,275,1688223785453438,no,no,no,no,no,no,no,no,no,no
147,15053,15053,getuid,True,1688223785454059,1688223785458306,10333,1688223785454059,no,no,no,no,no,no,no,no,no,no
148,15053,15053,epoll_pwait,True,1688223785458425,1688223785459088,1,1688223785458425,no,no,no,no,no,no,no,no,no,no
149,15053,15053,read,True,1688223785459133,1688223785459596,8,1688223785459133,no,no,no,no,no,no,no,no,no,no
150,15053,15053,clock_gettime,True,1688223785459650,1688223785460305,0,1688223785459650,no,no,no,no,no,no,no,no,no,no
151,15053,15053,clock_gettime,True,1688223785460403,1688223785460999,0,1688223785460403,no,no,no,no,no,no,no,no,no,no
152,15053,15053,gettimeofday,True,1688223785461049,1688223785461502,0,1688223785461049,no,no,no,no,no,no,no,no,no,no
153,15053,15053,read,True,1688223785461550,1688223785462002,48,1688223785461550,no,no,no,no,no,no,no,no,no,no
154,15053,15053,ioctl,True,1688223785462240,1688223785462751,0,1688223785462240,no,no,no,no,no,no,no,no,no,no
155,15053,15053,clock_gettime,True,1688223785462880,1688223785463364,0,1688223785462880,no,no,no,no,no,no,no,no,no,no
156,15053,15053,read,True,1688223785463424,1688223785465410,48,1688223785463424,no,no,no,no,no,no,no,no,no,no
157,15053,15053,getuid,True,1688223785465533,1688223785466250,10333,1688223785465533,no,no,no,no,no,no,no,no,no,no
158,15053,15053,epoll_pwait,True,1688223785466313,1688223785466907,0,1688223785466313,no,no,no,no,no,no,no,no,no,no
159,15053,15053,clock_gettime,True,1688223785466967,1688223785467805,0,1688223785466967,no,no,no,no,no,no,no,no,no,no
160,15053,15053,clock_gettime,True,1688223785467894,1688223785468489,0,1688223785467894,no,no,no,no,no,no,no,no,no,no
161,15053,15053,gettimeofday,True,1688223785468533,1688223785469226,0,1688223785468533,no,no,no,no,no,no,no,no,no,no
162,15053,15053,read,True,1688223785470160,1688223785479562,48,1688223785470160,no,no,no,no,no,no,no,no,no,no
163,15053,15053,clock_gettime,True,1688223785480976,1688223785496387,0,1688223785480976,no,no,no,no,no,no,no,no,no,no
164,15053,15053,clock_gettime,True,1688223785496722,1688223785508592,0,1688223785496722,no,no,no,no,no,no,no,no,no,no
165,15053,15053,clock_gettime,True,1688223785508819,1688223785509486,0,1688223785508819,no,no,no,no,no,no,no,no,no,no
166,15053,15053,clock_gettime,True,1688223785509531,1688223785511226,0,1688223785509531,no,no,no,no,no,no,no,no,no,no
167,15053,15053,clock_gettime,True,1688223785511518,1688223785512185,0,1688223785511518,no,no,no,no,no,no,no,no,no,no
                                   1688223785519971
